valence,anger,disgust,fear,joy,sadness,surprise,headline
75,0,0,0,82,0,32,Township tourism booming in South Africa
-23,0,3,0,0,17,18,'Alpha Dog' misses the point
8,3,1,13,20,14,26,Iran leader pays Nicaragua a visit
37,0,0,0,38,0,6,"'Grey's,' 'Pirates' lead People's Choice"
-84,9,0,87,0,17,0,Terror network
-81,27,39,23,2,62,19,Now it's official: Iraq's a mess
-65,3,5,28,3,63,11,Snow brings travel misery to England
-48,7,1,16,0,33,46,James Brown's 5-year-old son left out of will
-93,6,5,41,0,79,20,Two men killed by London tube train
-67,18,18,23,6,43,13,US millions fail to buy influence in deadly Gaza power play
47,0,0,8,37,0,12,PLO ministers agreed upon in Mecca
-53,13,35,26,0,49,13,Squadron apologies over 'friendly-fire' death
-78,23,0,75,0,32,8,New Orleans violence sparks tourism fears
-48,3,7,32,0,14,26,Friendly fire pilot 'experienced'
22,0,0,5,4,0,62,SPACE.com: Black hole triplets spotted
0,0,0,5,1,1,6,Vaccines: Mandate or choice?
-77,55,17,46,0,43,0,"Congolese soldiers riot, loot over pay issue"
60,0,0,0,64,0,16,Commodities lead Europe higher
36,0,12,0,17,0,54,Ingredient in male sweat raises women's hormone levels
60,0,0,0,56,0,6,Goetschl ends Austrian win drought
-26,0,0,43,19,16,0,Doomsday Clock ticking away
-77,22,0,88,0,27,0,Troops massing around Somali town
-3,0,0,2,0,2,32,Tariq Ramadan has an identity issue
-75,52,7,50,0,27,9,Peretz orders IDF to respond with force to north border attacks
-89,2,0,62,0,90,10,Trains crash near Thai resort town
32,2,0,4,37,6,25,"Hamas, Fatah return to unity gov't talks in Mecca"
32,0,0,0,35,5,6,Pats' fourth-quarter rally finishes Chargers
-93,12,4,41,0,94,4,7 Die As US Helicopter Crashes in Iraq
-82,0,0,0,2,75,14,Millionaire secret Santa dies
58,0,0,2,61,0,10,Morrissey may cheer up Eurovision
31,0,0,0,27,0,13,Christian values guide Dungy and the Colts
-75,71,29,13,0,13,2,Israeli woman's tirade spurs PM outrage
-17,4,0,4,0,3,0,Passing exchange becomes political flashpoint
-58,0,2,48,0,50,6,Police probe 2 church fires half mile apart
-62,64,7,2,8,38,10,Italy to try US soldier for agent's Iraq death
31,0,0,10,35,10,19,Depp to star in spy poisoning film
39,0,0,0,40,0,3,'24's' Jack Bauer returns
28,0,0,0,5,5,40,US Airways boosts bid for Delta
-52,28,17,33,0,22,15,"Even before its release, world climate report is criticized as too optimistic"
-86,19,38,27,0,54,5,"Second hanging also went awry, Iraq tape shows"
38,0,0,0,47,0,8,Howell takes one shot lead in Sony Open
-28,2,0,17,2,44,31,Psych checks reviewed after astronaut's crack-up
-29,3,0,35,12,36,45,"Pap Test, a mainstay against cervical cancer, may be fading"
31,4,0,0,29,1,6,Martins leads Newcastle fightback
38,0,1,0,44,0,12,PS3 pricey but impressive
34,4,1,3,49,3,4,Pluto's revenge: 'Word of the Year' award
5,0,0,0,2,0,0,European Space Agency
-71,38,23,36,0,18,22,Hackers strike at key Internet servers
-70,13,19,23,5,62,2,Hussein co-defendants executed
-87,35,15,76,0,33,5,Memo from Frankfurt: Germany relives 1970s terror as 2 seek release from jail
63,0,0,0,63,0,0,Blissing out in Ojai
-48,0,0,8,0,33,15,"Houston, she's got some problems"
84,0,0,0,82,0,18,Amazon.com has 'best ever' sales
-78,53,26,36,0,16,19,Hackers attack root servers
48,0,0,1,42,0,51,Video games can improve your vision
-45,11,17,35,0,7,54,Internet attacked! (Did anyone notice?)
32,0,1,0,25,0,29,"In Washington, contractors take on biggest role ever"
-88,5,1,77,0,79,3,Floods force Malaysia evacuations
8,0,20,4,12,1,25,"On MySpace, girls seek friends, boys flirt"
-23,11,2,48,7,39,31,Tests of drug to block H.I.V. infection are halted over safety
-6,0,0,17,10,26,26,Zoo polar bear to have root canal
63,0,0,0,55,0,12,Europe take big Royal Trophy lead
1,1,4,8,23,12,17,Israel to install cameras to show live Mughrabi footage
-36,2,0,10,0,32,0,'We lit our last candle yesterday'
22,0,0,0,13,0,43,Google buys YouTube for $1.65bn
38,0,0,0,32,0,15,PSP number one Sony platform in Japan
20,0,0,0,21,0,1,England include Giles in WC squad
-43,0,7,0,0,29,18,Beckham 'won't play again for Real'
-57,38,23,29,35,43,3,Eight years for Damilola killers
-86,14,10,51,0,77,4,PC World editor slain at California home
-27,12,7,36,17,20,10,Hands on 'Doomsday Clock' move forward
-29,0,0,3,0,32,8,Zach Braff says he has 'mild depression'
-82,46,58,28,0,47,32,Investigation of child porn site hits 77 nations USA Today
-49,18,0,48,17,45,6,Science panel calls global warming unequivocal
73,0,0,3,70,2,29,News Baby pandas! Baby pandas! Baby pandas!
64,0,0,0,59,0,0,Get ready for the earnings
-63,9,0,17,0,51,2,Germany agonizes over a brain drain
24,3,2,17,22,10,12,Iran and Nicaraguan leaders meet
4,0,0,2,3,0,43,Secret hotels in Irish countryside
36,0,0,0,19,0,3,Fine wines in British Columbia
60,2,0,10,54,4,3,Philippine president welcomes Senate approval of anti-terror bill
-92,1,0,52,0,94,3,"Small jet crashes on takeoff, killing 2"
-86,4,54,56,0,9,8,"Bigger, more aggressive rats infesting UK"
65,0,0,0,57,0,0,Travel+Leisure: Next island hot spot: St. Lucia
31,0,0,0,32,0,0,Real Mallorca rock leaders Sevilla
-43,8,5,62,0,3,18,Iran's boast on uranium enrichment is put to test
-50,0,2,47,0,21,27,"Personal health: for teenagers, the car is the danger zone"
63,0,0,0,49,0,37,Bird watchers flock to see rare owl
-71,2,0,4,1,59,8,Eye on cosmos is lost to short circuit on hubble
-82,19,0,39,0,80,22,Too young for this: facing cancer under 40
29,0,0,2,29,0,6,Unilever group names new chairman
-22,31,5,6,0,7,0,Minister slams airlines on carbon
42,2,3,5,52,29,4,Rare optimism as North Korea talks reach crossroads
-88,4,23,47,0,88,9,Man beheaded in southern Thailand
-64,0,0,65,0,0,16,China's 'nightmare scenario'
0,0,0,10,2,0,17,Annual diving contest in South Korea proves a chilly challenge
-54,3,5,1,10,47,0,Blair says he regrets delays in British soldier's inquest
-55,38,3,39,31,2,7,Iraqi forces detain official suspected in Shia conspiracy
56,2,2,2,49,0,13,Wellcome awards anti-fat research
9,1,1,8,13,6,5,Fingers crossed for North Korea
29,4,3,9,30,1,7,"No intention of war with Iran, US says"
-40,10,13,20,0,10,2,What Newsom faces in aftermath of scandal
35,0,0,0,33,0,4,Maggie Gyllenhaal's Globes babysitter: Mom
-64,8,7,12,0,58,0,"As inflation soars, Zimbabwe economy plunges"
-73,22,48,27,0,34,0,Pledge: I was abused in frat hazing
-66,0,0,57,0,26,13,Experts: Fear likely shackled boy
-54,9,0,51,0,38,8,What's behind the chopper crashes in Iraq
-77,17,21,61,0,12,0,"Freed Muslim terror suspect says Britain is ""police state"""
-2,6,1,12,12,43,4,Blair apologises over friendly fire inquest
40,0,1,3,36,1,6,Depp 'to make Litvinenko movie'
-9,7,7,5,0,6,32,Why gas follows oil up but not down
10,0,0,0,17,8,5,"'Cravings' still there, sez Tara"
-26,26,4,4,2,27,6,Bill would strip convicted legislators of pensions
-39,0,4,0,0,36,0,Bears watch as lead slips away
-7,0,0,11,4,15,47,"In clue to addiction, brain injury halts smoking"
43,0,0,26,55,4,34,"In rigorous test, talk therapy works for panic disorder"
2,8,3,0,16,7,4,Rice: U.S. won't pull plug on Iraq
-31,9,0,32,2,9,1,"On road to Kosovo independence, a warning: go slow"
-22,21,4,13,9,27,6,Mistrial for officer who refused to go to Iraq
-9,24,0,15,20,0,38,Rebels to join Nepal parliament
-46,5,2,20,0,17,6,"EMI warns on profits, boss goes"
-51,0,0,48,0,54,23,Subway collapse caught on camera
25,0,18,2,22,0,57,Stinky but true: men's sweat is made for love
0,12,14,13,31,28,13,"POLITICS-US: reprieve for officer who denounced ""Immoral War"""
-27,14,0,10,14,30,10,Hunters stalk world's tallest trees
-35,4,0,47,7,34,12,Fuel spill may lead to missing jet
-84,14,0,39,0,80,3,"Sri Lanka floods displace 60,000"
-72,0,0,12,0,76,9,"Justin Timberlake, Cameron Diaz announce split"
-82,42,3,54,0,22,7,Iran to hit US interests if attacked
50,10,4,20,39,4,15,Israel says hopes to keep Lebanon border calm
-56,48,8,10,0,11,19,Cisco sues Apple over iPhone name
-87,20,7,38,0,87,3,Two Palestinians killed near fence
-85,0,0,13,0,88,17,EarthLink CEO dies at age 49
-54,12,20,15,18,62,4,"A star dies, a family feud is born"
-66,40,25,0,0,36,19,"Carter was a disaster, said Ford"
15,0,0,0,9,0,6,Super Bowl MVP Manning insists he's one of the guys
13,0,0,14,0,9,6,Personal health: the importance of knowing what the doctor is talking about
-30,34,7,19,0,24,16,Israel's Peretz urges halt to contentious Jerusalem construction
-54,38,22,0,0,31,9,Peter Jackson will never work for me again
15,11,8,19,28,4,9,U.S. keeps Iran options open
52,0,0,5,59,0,15,European shares hit fresh highs
26,0,19,0,8,0,63,"For women, nothing's like the smell of men's sweat"
15,0,0,4,11,0,14,Looking beyond the iPhone
-74,28,0,78,8,17,15,Freed kidnap suspect: my terror at police raid
44,0,0,0,56,15,3,"Far away, Super Bowl's losers will be champs"
-89,9,3,21,0,92,36,Woman dies after water binge
73,0,0,0,72,0,17,Mancuso sparks U.S. celebrations
6,5,0,17,13,0,9,ASEAN urges North Korea resolution
-36,2,0,7,0,27,12,Late penalty costs Roma the points
-64,34,46,15,0,47,33,Mistrial declared in teacher-student rape case
72,0,0,0,76,0,5,'Bookworm Adventures' wordsmith's joy
-54,3,0,6,5,56,3,Kylie's love split
55,0,0,0,37,0,18,iPod good for video games
35,0,0,0,38,0,17,Review: virtual 'American Idol' hits right notes
17,0,0,6,27,4,19,Leo battles himself
-59,46,15,24,0,27,4,Attorneys point fingers in fight between Ryan O'Neal and son
-52,14,5,21,0,18,20,John Grisham set for court drama
-13,8,0,9,0,9,22,"Bill Gates and Craig Mundie: vista is Secure, employees are not"
-54,34,19,29,2,17,24,Iraqis fault delayed U.S. plan in attack
-56,30,7,40,0,17,18,Boy Scouts blamed for starting wildfire
-32,26,3,31,0,0,12,China urges UN action on N Korea
-61,6,2,49,0,13,14,"Scorpion on a plane, a pantful of pain"
26,0,11,0,17,0,54,Male sweat boosts women's hormone levels
25,0,0,3,18,0,19,Mbeki on the big visit from the Chinese
17,0,0,13,25,5,7,French right nominates Sarkozy
-75,38,10,49,0,26,4,"Israeli, Lebanese clash on border"
-81,29,3,63,0,19,24,North Korea claims nuclear test
60,7,1,12,57,12,14,Talks begin on Somalia peacekeepers
66,0,0,0,33,0,47,Action games improve eyesight
8,0,0,12,1,6,24,"A small part of the brain, and its profound effects"
-58,17,11,53,0,23,4,IDF shells Lebanese Army positions across northern border
-48,5,0,11,0,48,40,Thailand: missing 25 years after taking wrong bus
-40,34,17,31,17,16,24,Ballerina sparks anti-fascist row
70,0,0,4,63,0,32,Internet boom in China is built on virtual fun
56,0,0,0,41,5,9,Review: PS3 pricey but impressive
61,0,0,0,52,0,15,Machinery orders drive Asia upward
-64,20,47,14,0,18,22,'Lost's' Fox: 'I'm a liar and a cheat'
-57,8,0,60,8,14,14,Russia to strengthen its military muscle
-12,0,0,12,0,7,7,"At Libby trial, Russert of NBC gives and gets"
33,3,1,38,47,2,14,North Korea ready to discuss first steps to nuclear resolution
-60,18,26,26,0,30,46,Victim: Gunman bought drink after shooting
70,2,0,15,70,1,13,Ferrer victorious in Spanish duel
-69,6,4,92,0,18,17,UK workers on alert for letter bombs
-62,22,17,14,0,38,62,Did NASA accidentally kill life on Mars?
53,0,0,21,49,17,31,"New vaccine for cervical cancer could prove useful in men, too"
-62,3,0,31,3,88,1,Search on for victims of subway collapse
-76,15,4,28,0,74,0,Human error caused Helios crash
-39,20,15,47,0,21,0,US to prod NATO allies for more troops to defeat Taliban
28,0,0,0,22,0,6,Microsoft supports OpenID authentication standard
-31,0,0,7,0,25,2,No buyer in sight for Napster
11,0,0,0,9,0,2,"Briefly: preloaded iPods, Wal-Mart movies, Apple stores"
-4,12,14,10,10,20,3,China says rich countries should take lead on global warming
56,2,0,29,52,2,17,North Korea may begin to dismantle nukes
40,2,12,26,38,13,7,Tracking down hi-tech crime
19,0,2,0,21,10,4,Barack Obama formally announces bid for president
-73,28,17,68,0,38,4,Kidnappers seize two in Nigeria
-49,17,20,35,0,29,23,"Indonesia may sell, not give, bird flu virus to scientists"
-67,13,11,16,0,80,0,"Attack video saddens ""friendly fire"" widow"
79,0,0,0,75,0,11,Europe retain trophy with big win
48,0,0,0,37,0,17,Cutting edge accessories for digital music players
-43,3,0,58,10,13,7,Ice storm descends on central U.S.
-70,4,13,27,0,65,4,Snow brings travel misery to England
-82,2,0,37,0,89,16,"Indonesia flood forces 340,000 from homes"
-31,24,9,30,15,37,38,Iraqi health minister seized in raid
-80,6,2,57,0,35,14,Ice storm brings chaos in U.S.
45,0,5,0,39,1,19,Stinky flower mystery solved
-69,61,15,4,0,23,0,Congressman rebukes U.S. allies for lack of support in Afghanistan
54,0,0,0,29,0,23,Roddick overcomes Federer in final
48,0,0,5,53,3,44,Prehistoric Romeo and Juliet discovered
41,0,0,0,32,0,5,Donald and Goydos share Sony lead
-69,32,0,56,0,25,17,U.S. and Iraqis are wrangling over war plans
-42,0,0,29,0,48,16,Sea search for missing Microsoft scientist
-79,30,7,60,0,17,3,Iran to Hit US Interests if Attacked
-71,22,0,62,0,34,0,Blair: Terror battle will be long
63,0,0,3,54,0,12,Bear cub returned to the wilderness
-37,0,0,7,0,26,10,Carrefour sales growth falls short
-16,5,16,0,0,17,26,"Allied with democrats, Lieberman easily aligns with Republicans"
-46,12,5,22,0,45,16,"In the Rockies, pines die and bears feel it"
-64,38,7,47,0,22,4,Iran to strike US interests if attacked
-4,7,29,0,2,0,21,"Nipple covers, other star secrets"
-27,8,5,0,0,10,37,Apple: no iTunes for you if you have Vista!
-41,0,0,9,0,34,6,Smokestacks in a white wilderness divide Iceland
-36,34,0,16,0,0,2,That'll cost ya
-52,29,10,50,4,38,6,Botched hangings in Iraq speed sectarianism
19,0,14,0,21,0,58,Male sweat raises female hormones
28,11,4,8,27,11,13,7 GOP senators to force debate on troops in Iraq
11,19,0,38,43,19,15,Bangladesh ends curfew amid unrest
-64,65,7,13,0,16,19,Italy's dispute with US over Iraq shooting
60,0,0,0,59,0,16,Here come the Globes!
-64,5,1,35,0,41,3,Snow causes transport chaos in Britain
-59,4,0,34,0,43,5,Snow causes airport closures in Britain
-12,9,15,15,5,14,28,"Second opinion: girl or boy? as fertility technology advances, so does an ethical debate"
-66,4,0,44,9,39,19,Heavy snow causes travel chaos and shuts schools
21,0,0,6,30,22,11,Barbaro's legacy: saving other horses
38,0,0,0,28,0,10,Luxury digs in South Carolina's Lowcountry
-95,17,2,67,0,92,15,Dozens killed in Baghdad bombing
-94,8,0,54,0,93,16,Ice storms kill 21 across nation
51,1,0,0,42,0,10,De Villiers takes over Dakar lead
53,4,4,0,47,2,5,Vietnam becomes WTO's 150th member
53,0,0,0,39,0,8,South African trio share advantage
-57,10,9,27,0,26,17,Observatory: poison begets poison
64,0,0,0,41,0,39,Action intensity boosts vision
19,0,31,0,16,0,52,Why the smell of a man's armpit is a turn-on
20,0,0,0,22,0,5,Nokia 5300 Xpress Music
-50,0,0,12,0,41,13,"Dell to cut bonuses, trim management"
43,0,0,9,35,5,36,"Second drop in cancer deaths could point to a trend, researchers say"
42,0,0,0,33,0,6,TV game shows go interactive
82,0,0,10,82,17,22,Boy missing since 2002 found alive
40,0,0,28,42,0,14,"US, North Korea signed nuclear memo"
67,0,0,0,66,0,12,Russia honors Sputnik designer
-60,0,0,66,0,29,20,"In Kenya's capital, a sense that danger is ever stronger"
52,0,0,0,44,4,4,"Bill, thanks for the RSA memories... and laughs"
-42,24,7,13,0,27,21,Friendly fire pilot 'experienced'
58,0,0,3,50,0,2,MySpace welcomes French friends
-69,6,2,68,0,16,16,Airlines: UK airport runway unsafe
-76,15,24,75,0,22,6,The amounts you have to pay for a bomb scare
10,0,0,10,11,0,9,"In Egypt, Rice speaks softly"
-76,9,0,16,0,74,14,"Weekly Nielsen Yvonne De Carlo, 'Munsters' star, dead"
-52,13,0,18,0,35,14,Senate votes to revoke pensions
-80,0,0,15,0,87,38,EarthLink CEO dies at age 49
-55,0,0,10,0,45,16,Software giant SAP misses target
53,0,0,0,40,0,43,Vital signs: mental abilities: folic acid may improve thinking skills
47,0,0,0,38,0,8,De Villiers stretches overall lead
83,0,0,2,84,6,14,Families celebrate return of sons
-57,6,53,72,15,21,23,China detains 2 after body parts found in mail
52,5,0,21,42,6,17,North Korea ready to discuss nuke disarmament
25,0,16,0,13,0,56,"For women, nothing's like the smell of men's sweat"
25,0,0,0,21,0,0,Nadal wants Australian Open crown
69,0,0,0,47,0,34,Beijing journal: Olympic construction unearths ancient treasure trove
36,0,0,4,33,5,16,"Chinese president arrives in Mozambique, African tour nearly over"
27,0,0,0,18,0,6,Reclusive 'Mockingbird' author attends show
40,0,0,3,36,0,7,"Asia near pact on energy, security"
-33,17,0,32,0,32,13,Philippine anti-terror law delayed until June
-43,44,15,19,15,18,20,Ex-suspect slams anti-terror laws
53,0,0,18,40,23,24,Study detects a gene linked to Alzheimer's
60,0,0,0,59,0,7,Panda cub makes her debut
68,0,0,0,61,0,10,Harris haul puts South Africa on top
33,0,0,7,33,7,16,Weight-loss drug to be sold over the counter
16,0,0,0,12,2,7,Beckham outlines reasons for move
-14,0,0,30,3,23,35,Study finds gritty air raises heart disease risk in older women
-24,60,12,24,16,17,5,"Venezuela, Iran fight U.S. dominance"
-35,0,0,4,0,25,16,'Housewives' star Marcia Cross on bed rest
57,0,0,0,49,0,11,Blog: Here come the Globes!
8,48,2,22,4,13,0,Greek police hunt embassy attackers
-24,0,0,5,0,12,21,Apple warns iTunes users to wait on Vista
-52,0,0,79,13,13,0,Tsunami fears ease after quake
28,0,0,7,30,0,13,China considers Eurobond reserves
12,0,5,0,6,0,14,Underarm bowls them over
-95,24,17,69,0,90,17,At least 130 die as blast levels Baghdad market
-46,19,13,19,0,15,16,New McCain team made attack ads he once faulted
-84,0,0,79,0,60,12,Deaths as bird flu flares in Asia
57,0,0,10,50,0,15,"Hamas, Fatah leaders pledge to meet until they reach agreement"
-58,35,41,16,0,23,21,Officers had 'rapport' with alleged abductor
-38,2,0,3,8,37,11,No e-Book for Harry Potter VII
20,0,0,0,20,0,4,Review: Nokia 5300 Xpress Music
8,0,0,0,3,0,11,'Can't do this anymore'? Not Jack
35,0,0,11,17,0,42,Black hole triplets spotted
21,4,0,6,13,1,23,Israel weighs old city project webcast
-84,0,0,58,0,86,16,Indonesian bird flu deaths hit 61
-73,14,0,16,1,73,15,Somali refugees cut off from aid
-3,3,0,7,17,11,3,Microsoft downplays Vista speech-recognition hack
62,0,0,0,49,0,15,Next island hot spot: St. Lucia
-21,28,21,25,17,17,15,Italy to hold no-show trial of Bronx GI in Iraq slay
71,0,0,11,73,10,17,Rescued boys parents hail 'miracle'
-66,50,58,18,17,19,22,Canadians tracked in child porn ring
-34,27,0,14,0,13,44,Teen hacks Venezuelan government Web sites
-68,18,0,61,0,21,15,"Russia plans new ICBMs, nuclear subs"
42,1,8,10,34,7,18,Gere cheers sex workers in AIDS fight
15,0,11,0,17,0,59,Study: Male sweat causes female hormones to rise
-92,4,0,47,0,85,1,Collision on icy road kills 7
67,0,0,5,54,0,42,Surprise: China cuts price of gas
11,0,0,0,15,9,0,What the Godfather of Soul meant to me
64,0,0,0,48,0,18,New Mars orbiter spots Pathfinder landing site
-5,27,0,15,14,3,16,Mass Venezuela opposition rally
64,0,6,0,60,0,13,Glamour -- and 'Borat' -- at Golden Globes
-85,13,11,86,0,16,3,Terror officials see Al Qaeda chiefs regaining power
-2,0,5,0,3,0,25,"Ivrea journal: In Italian town, a civics lesson from pelting neighbors"
47,5,7,17,48,0,21,Iraqi sunni lands show new oil and gas promise
17,33,3,8,39,0,16,Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle
-15,0,0,29,9,0,22,"A film star in Kampala, conjuring aminos ghost"
-80,37,9,84,0,26,2,Militants attack U.S. base in Iraq
-89,18,17,88,0,23,7,North Africa feared as staging ground for terror
-86,19,9,83,0,16,16,"Iran says Sunnis, using Pakistan as base, planned fatal bombing"
-38,23,15,12,0,17,12,Anglicans rebuke U.S. branch on same-sex unions
-95,23,10,60,0,94,21,Homemade bombs kill 65 on Indian train
-83,15,8,82,0,20,6,Al Qaeda chiefs are seen to regain power
-49,53,1,45,5,2,13,Chvez threatens to jail violators of price controls
-64,24,3,53,0,27,14,Bush declares Iran's arms role in Iraq is certain
66,0,0,5,60,0,12,Accord on North Korea is announced
-38,9,0,40,0,6,15,U.S. says powerful Iraqi cleric is living in Iran
32,14,15,17,45,16,17,"Baghdad plan is a success, Iraq prime minister tells Bush"
38,0,5,8,49,0,12,Iraqi sunni lands show new oil and gas promise
-40,29,2,28,0,2,22,"Dispute over Iraqi cleric, said to have gone to Iran"
-71,29,2,54,0,37,27,Planning seen in Iraqi attacks on U.S. copters
-54,15,16,48,15,62,34,"In the world of life-saving drugs, a growing epidemic of deadly fakes"
16,0,0,0,20,0,36,Basics: a mammal in winter with a furnace of her own
-8,0,0,7,0,8,12,"Books on science: The problems in modeling nature, with its unruly natural tendencies"
15,0,0,0,8,0,26,Believing scripture but playing by science's rules
64,0,0,0,64,0,18,"A familiar and prescient voice, brought to life"
10,15,15,16,25,16,28,Findings : A cool $25 million for a climate backup plan
57,2,0,3,52,4,37,Call it serendipity: a missing piece of Washington's war tent is found
-20,4,0,14,0,16,27,"Free Will: Now you have it, now you don't"
48,0,0,2,23,0,64,Archaeologists find signs of early chimps' tool use
43,0,0,2,31,0,64,Wizardry at Harvard: physicists move light
-52,18,34,17,0,32,9,The summit - a slap in the face of the Palestinians
43,4,2,4,37,17,8,Moscow says Palestine-Israeli contacts key to Mideast peace
-15,8,8,9,12,36,1,Mideast summit edns with little progress
-70,34,12,40,0,28,20,India decries 'an act of sabotage'
58,4,4,24,58,18,22,Pakistan-India peace talks planned despite bombings
-71,11,4,68,0,6,23,"Czechs, Poles get missile warning"
-72,48,13,53,0,0,0,Russia warns US against missile bases in East Europe
16,0,0,0,5,0,2,"Cheney starts visit to Japan, Australia"
21,12,12,15,24,13,3,China: Cheney shores up the trilateral alliance
-65,27,3,64,0,26,9,Iraq insurgents attack US base
-88,32,14,28,0,89,0,US soldiers die in day of violence
-85,28,16,54,0,69,8,Iraqi suicide attack kills two US troops as militants fight purge
-60,21,14,30,0,6,15,Iran reneges on nuclear payments to Russia
-43,4,0,11,8,31,19,Top Colombia official resigns
-35,15,12,34,14,35,31,Colombia FM resigns after relatives' arrests for militia links
-17,7,25,14,25,21,23,Foreign minister of Colombia quits in scandal
-35,11,1,5,8,35,14,New Zealand unlikely to allow crippled Japanese whaler
-3,11,10,20,30,31,12,Damaged Japanese whaling ship may resume hunting off Antarctica
-31,6,18,7,0,12,15,Japanese whaling ship won't accept help
18,2,0,22,29,11,11,Iran top N-envoy heads for Vienna for nuke talks
-63,49,17,15,0,54,17,Victims of Air India still wait for justice
-62,23,25,20,0,12,13,Kanishka bombing case: Inquiry judge threatens to quit
-56,46,2,14,0,16,11,Judge threatens to shut down Air-India inquiry
56,0,0,3,42,0,20,Royal rescues presidential hopes with commanding performance
26,0,0,0,16,0,3,Royal seeks to revive French bid
47,0,0,0,41,0,14,Sarkozy comfort zone offers a royal opportunity
0,9,2,12,1,12,10,"Hicks first in line for trial, Bush says"
2,26,17,19,27,20,36,Australia tells Bush to speed up Guantanamo trial
-37,15,6,48,12,14,17,Howard presses Bush on terror suspect
15,0,0,36,35,0,12,France ends toxic alert at Canadian embassy in Paris
-26,6,4,37,8,12,7,Paris police investigate package at Canadian embassy
-10,2,19,23,16,3,9,False alarm at Canadian embassy in Paris
18,16,7,37,44,14,18,Afghan forces retake town that was overrun by Taliban
-75,27,12,51,0,41,19,Taliban seize rural district in southwest as police flee
-63,10,0,33,0,43,6,Afghan poppy war alienates farmers
-8,0,5,12,14,1,11,Will North Korea honor pledge this time?
-42,18,15,8,0,17,35,Kim Jong-il bans Japanese cars in North Korea
-29,26,9,24,0,12,0,Iran vs. North Korea: not all enemies are equal
35,0,0,0,26,0,19,Catholic archbishop outlines Anglican merger hopes
49,0,0,0,40,0,27,Anglican and Catholic churches could merge
-93,15,15,32,0,91,2,US helicopter crash kills 8 troops in Afghanistan
-91,15,16,18,0,90,2,Eight US soldiers killed in Zabul helicopter crash
59,2,0,8,52,1,14,Arroyo lauds passage of anti-terror bill
61,2,2,5,49,1,15,House passes anti-terrorism measure Manila
44,0,0,9,37,0,9,Livingstone's transport empire may extend
16,5,3,7,27,10,6,"London is pace-setter on congestion toll, says mayor"
-16,16,11,9,15,8,2,Protest greets congestion charge's westward push
-87,22,10,42,0,76,16,"Thailand attacks kill three, injure 70"
48,0,0,2,43,2,15,Thai Govt moves to smooth over relations with south
-71,48,15,49,0,26,15,Bombings say Muslim rebels won't negotiate
-24,0,0,15,1,25,45,Roots of autism more complex than thought
11,0,0,12,16,21,30,Largest ever autism study identifies two genetic culprits
56,0,0,6,48,10,18,Canadian breakthrough offers hope on autism
-49,0,0,37,6,17,16,Beware of peanut butter pathogens
7,0,0,23,24,2,4,Experts offer advice on salmonella
35,0,0,16,37,24,16,Experts issue new heart disease guidelines for women
47,0,0,7,41,6,21,"For women, aspirin a day could keep stroke away"
-46,0,0,45,0,17,23,High cholesterol raises stroke risk healthy women
-24,16,4,44,30,13,21,Cooked chicken breasts join tainted-food recalls
-8,16,5,52,30,16,28,Ready to eat chicken breasts recalled due to suspected listeria
-40,10,3,19,14,16,43,Fully-cooked chicken strips recalled
2,3,0,10,15,11,32,Committee debates cancer vaccine plan
37,0,0,4,41,9,25,Stop cancer with a shot
41,0,0,19,42,5,34,1 mln birds to be vaccinated from bird flu near Moscow
-27,0,0,61,23,26,5,Thousands tested after Russian H5N1 outbreak
-75,0,0,71,0,18,22,"Russian bird flu outbreak is deadly ""Asian strain"""
-65,15,10,20,0,64,38,Bernard Matthews to lay off up to 500 workers
-60,13,12,17,0,53,29,Matthews lays off 130 turkey workers
-58,28,11,51,1,16,14,Reopening bird flu-hitfactory ignores risks - poultryman
-18,0,0,7,0,21,7,Goodbye to girlhood
-44,50,45,12,14,29,15,Media cited for showing girls as sex objects
-49,23,16,11,0,19,6,Sexualisation 'harms' young girls
-59,0,0,53,0,9,3,A shot in the arm
1,2,0,41,25,6,9,Thousands line up to get late flu shots
46,0,0,9,49,5,23,King county offering some free flu vaccines
71,0,7,10,60,10,0,Bush vows cooperation on health care
44,0,2,8,39,3,15,Health returns as hot issue in '08 race
73,0,0,0,58,0,14,Small-business owners find Bush health plan appealing
-14,0,0,23,0,12,13,Pediatricians say more cord blood is needed now
0,0,0,13,8,0,29,Whether to save cord blood can be puzzle for parents
81,0,0,0,80,2,24,Retinal implant helping blind people see again
-43,18,18,11,0,30,39,"Indonesia ""will not share"" flu samples"
1,0,0,26,26,0,16,Health Canada issues advice on canned tuna
-20,0,0,22,13,28,23,Cholesterol link in diabetes study
54,0,0,3,35,2,38,Pig cells hope for diabetes cure
-12,0,0,14,9,25,29,Sick hearts switch on a fetal gene
-4,0,0,22,24,15,38,Foetal mechanism helps heart failure
-60,0,0,61,0,15,11,"Planned cesareans not risk-free, group warns"
72,0,0,0,60,0,20,Scientists tout cocoa's health benefits
73,0,0,0,70,0,35,Feeding your brain: new benefits found in chocolate
74,0,0,0,71,0,41,Some cocoa may improve brain blood flow
-20,23,12,16,16,22,10,Lawyer for deceased Nazi-era collaborator Papon vows to bury him
70,0,0,2,66,2,45,"Cocoa could be antidote to age-related diseases, says new study"
-35,13,3,11,0,20,23,China denies reports of North Korean apology
